tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,dog_class,retweet_count,favorite_count,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
8.892788419816858e+17,2017-07-24 00:19:32,http://twitter.com/download/iphone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,https://twitter.com/dog_rates/status/889278841981685760/video/1,13.0,10.0,Oliver,,5637.0,25652.0,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1.0,Whippet,0.626152,True,Borzoi,0.194742,True,Saluki,0.0273507,True
8.889172381238313e+17,2017-07-23 00:22:39,http://twitter.com/download/iphone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12.0,10.0,Jim,,4709.0,29611.0,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1.0,Golden_Retriever,0.714719,True,Tibetan_Mastiff,0.1201839999999999,True,Labrador_Retriever,0.1055059999999999,True
8.888049891996713e+17,2017-07-22 16:56:37,http://twitter.com/download/iphone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13.0,10.0,Zeke,,,,,,,,,,,,,,
8.885549627242783e+17,2017-07-22 00:23:06,http://twitter.com/download/iphone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13.0,10.0,Ralphus,,3732.0,20290.0,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,Siberian_Husky,0.700377,True,Eskimo_Dog,0.166511,True,Malamute,0.111411,True
8.880784344585871e+17,2017-07-19 16:06:48,http://twitter.com/download/iphone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12.0,10.0,Gerald,,3653.0,22201.0,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,French_Bulldog,0.995026,True,Pug,0.000931908,True,Bull_Mastiff,0.000903211,True
8.877052893818266e+17,2017-07-19 03:39:09,http://twitter.com/download/iphone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13.0,10.0,Jeffrey,,5609.0,30779.0,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,Basset,0.821664,True,Redbone,0.0875815,True,Weimaraner,0.0262364,True
8.875171391580938e+17,2017-07-19 00:47:34,http://twitter.com/download/iphone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,https://twitter.com/dog_rates/status/887517139158093824/video/1,14.0,10.0,None,,12082.0,46959.0,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1.0,Limousine,0.130432,False,Tow_Truck,0.0291754,False,Shopping_Cart,0.0263208,False
8.874739571039519e+17,2017-07-18 16:08:03,http://twitter.com/download/iphone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13.0,10.0,Canela,,,,,,,,,,,,,,
8.873432170453688e+17,2017-07-18 00:07:08,http://twitter.com/download/iphone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,https://twitter.com/dog_rates/status/887343217045368832/video/1,13.0,10.0,None,,10737.0,34222.0,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1.0,Mexican_Hairless,0.330741,True,Sea_Lion,0.275645,False,Weimaraner,0.134203,True
8.871013928040858e+17,2017-07-17 16:17:36,http://twitter.com/download/iphone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12.0,10.0,None,,6167.0,31061.0,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1.0,Samoyed,0.733942,True,Eskimo_Dog,0.0350295,True,Staffordshire_Bullterrier,0.0297047,True
8.869832335225446e+17,2017-07-16 23:58:41,http://twitter.com/download/iphone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13.0,10.0,Maya,,8084.0,35859.0,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,Chihuahua,0.793469,True,Toy_Terrier,0.143528,True,Can_Opener,0.0322529,False
8.867368805193196e+17,2017-07-16 20:14:00,http://twitter.com/download/iphone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13.0,10.0,Mingus,,3443.0,12306.0,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,Kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.0863463,True
8.866803364779336e+17,2017-07-15 23:25:31,http://twitter.com/download/iphone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13.0,10.0,Derek,pupper,4610.0,22798.0,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1.0,Convertible,0.738995,False,Sports_Car,0.139952,False,Car_Wheel,0.0441726999999999,False
8.863661447344456e+17,2017-07-15 16:51:35,http://twitter.com/download/iphone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12.0,10.0,Roscoe,,3316.0,21524.0,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,French_Bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_Bull,7.55616e-05,True
8.862670092850176e+17,2017-07-15 16:17:19,http://twitter.com/download/iphone,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,,12.0,10.0,None,,4.0,117.0,,,,,,,,,,,
8.862583841518879e+17,2017-07-14 22:10:11,http://twitter.com/download/iphone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13.0,10.0,Waffles,,,,,,,,,,,,,,
8.859848000199475e+17,2017-07-13 15:19:09,http://twitter.com/download/iphone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12.0,10.0,Jimbo,,7097.0,33382.0,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,Blenheim_Spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese_Mountain_Dog,0.00623915,True
8.855289432054702e+17,2017-07-12 16:03:00,http://twitter.com/download/iphone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13.0,10.0,Maisey,,6683.0,36689.0,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,Pug,0.369275,True,Labrador_Retriever,0.265835,True,Kuvasz,0.134697,True
8.855189715287204e+17,2017-07-12 00:01:00,http://twitter.com/download/iphone,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,https://twitter.com/4bonds2carbon/status/885517367337512960,14.0,10.0,None,,,,,,,,,,,,,,
8.851676198836388e+17,2017-07-11 00:00:02,http://twitter.com/download/iphone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13.0,10.0,None,,4556.0,22367.0,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4.0,Malamute,0.8124819999999999,True,Siberian_Husky,0.0717125,True,Eskimo_Dog,0.0557697,True
8.849255217417093e+17,2017-07-10 15:58:53,http://twitter.com/download/iphone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://twitter.com/dog_rates/status/884925521741709313/photo/1,12.0,10.0,Earl,,,,,,,,,,,,,,
8.848767533904896e+17,2017-07-10 03:08:17,http://twitter.com/download/iphone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13.0,10.0,Lola,,,,,,,,,,,,,,
8.845628921456886e+17,2017-07-09 21:29:42,http://twitter.com/download/iphone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13.0,10.0,Kevin,doggo,5100.0,24765.0,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,Pug,0.5464060000000001,True,French_Bulldog,0.404291,True,Brabancon_Griffon,0.0440019,True
8.844418053827174e+17,2017-07-09 00:00:04,http://twitter.com/download/iphone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",https://twitter.com/dog_rates/status/884441805382717440/photo/1,14.0,10.0,None,,5856.0,27478.0,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1.0,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True
8.842478788514939e+17,2017-07-08 00:28:19,http://twitter.com/download/iphone,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,https://twitter.com/kaijohnson_19/status/883965650754039809,13.0,10.0,None,,21298.0,74423.0,,,,,,,,,,,
8.841626705843773e+17,2017-07-07 16:22:55,http://twitter.com/download/iphone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12.0,10.0,Yogi,floofer,,,,,,,,,,,,,
8.838381229366313e+17,2017-07-07 00:17:54,http://twitter.com/download/iphone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12.0,10.0,Noah,,,,,,,,,,,,,,
8.834828469330043e+17,2017-07-06 15:58:11,http://twitter.com/download/iphone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5.0,10.0,Bella,,10407.0,46860.0,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1.0,Golden_Retriever,0.943082,True,Labrador_Retriever,0.032409,True,Kuvasz,0.00550072,True
8.833606908992184e+17,2017-07-06 00:46:41,http://twitter.com/download/iphone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13.0,10.0,Grizzwald,pupper,,,,,,,,,,,,,
8.831178360460861e+17,2017-07-05 15:48:34,http://twitter.com/download/iphone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E","https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13.0,10.0,None,,6949.0,37914.0,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2.0,Golden_Retriever,0.949562,True,Labrador_Retriever,0.0459479,True,Kuvasz,0.00247094,True
8.829920803642204e+17,2017-07-04 16:01:23,http://twitter.com/download/iphone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13.0,10.0,Rusty,,4122.0,24445.0,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,Eskimo_Dog,0.4667779999999999,True,Siberian_Husky,0.406044,True,Dingo,0.0734143999999999,False
8.827626945117348e+17,2017-07-04 01:18:17,http://twitter.com/download/iphone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12.0,10.0,Gus,,5134.0,28903.0,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,Labrador_Retriever,0.85005,True,Chesapeake_Bay_Retriever,0.074257,True,Flat-Coated_Retriever,0.0155793999999999,True
8.826272703216026e+17,2017-07-03 16:04:48,http://twitter.com/download/iphone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13.0,10.0,Stanley,,6342.0,28382.0,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True
8.822681101993697e+17,2017-07-03 00:11:11,http://twitter.com/download/iphone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13.0,10.0,Alfy,,12118.0,45880.0,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,Golden_Retriever,0.762211,True,Labrador_Retriever,0.0989848999999999,True,Cocker_Spaniel,0.0171995,True
8.820458700359188e+17,2017-07-02 21:58:53,http://twitter.com/download/iphone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w","https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13.0,10.0,Koko,,,,,,,,,,,,,,
8.81906580714922e+17,2017-07-02 15:32:16,http://twitter.com/download/iphone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12.0,10.0,Rey,pupper,,,,,,,,,,,,,
8.816665953445356e+17,2017-07-01 21:49:04,http://twitter.com/download/iphone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13.0,10.0,Gary,,11099.0,51522.0,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,Saluki,0.529012,True,Afghan_Hound,0.250003,True,Golden_Retriever,0.160739,True
8.81633300179243e+17,2017-06-30 23:47:07,http://twitter.com/download/iphone,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,,17.0,10.0,None,,7.0,129.0,,,,,,,,,,,
8.815360043808727e+17,2017-06-30 19:35:32,http://twitter.com/download/iphone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",https://twitter.com/dog_rates/status/881536004380872706/video/1,14.0,10.0,None,,,,,,,,,,,,,,
8.812684441964626e+17,2017-06-29 16:39:47,http://twitter.com/download/iphone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12.0,10.0,Elliot,,5358.0,23501.0,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1.0,Tusker,0.473303,False,Indian_Elephant,0.245646,False,Ibex,0.0556607,False
8.809357628999885e+17,2017-06-29 00:27:25,http://twitter.com/download/iphone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13.0,10.0,Louis,,,,,,,,,,,,,,
8.808724488157716e+17,2017-06-28 16:09:20,http://twitter.com/download/iphone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12.0,10.0,None,,3989.0,21734.0,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1.0,Pembroke,0.791416,True,Norwich_Terrier,0.0613929,True,Chihuahua,0.0337257,True
8.804658323668132e+17,2017-06-28 00:42:13,http://twitter.com/download/iphone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12.0,10.0,Bella,,6546.0,29075.0,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,Golden_Retriever,0.913255,True,Labrador_Retriever,0.0263286,True,Cocker_Spaniel,0.00937082,True
8.80221127280382e+17,2017-06-27 12:14:36,http://twitter.com/download/iphone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12.0,10.0,Jesse,,4436.0,27640.0,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1.0,Chihuahua,0.238525,True,Meerkat,0.104256,False,Clumber,0.0525802999999999,True
8.800957828708966e+17,2017-06-27 00:10:17,http://twitter.com/download/iphone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11.0,10.0,None,,,,,,,,,,,,,,
8.798624647159276e+17,2017-06-26 19:07:24,http://twitter.com/download/iphone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13.0,10.0,Romeo,,3642.0,22667.0,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,Basset,0.813507,True,Beagle,0.146654,True,Cocker_Spaniel,0.00948502,True
8.79674319642796e+17,2017-06-26 16:31:08,http://twitter.com/download/iphone,@RealKentMurphy 14/10 confirmed,,14.0,10.0,None,,,,,,,,,,,,,,
